uri	text
http://schnitzler-werkimport/G8_n1_w2_t1	Euripides: Medea. In: Neueste Gedichte. Übersetzt von J. B. von Alxinger. Wien 1794.
http://schnitzler-werkimport/D452_n1_w5	Der Zugvogel. Schauspiel. Leipzig 1893.
http://schnitzler-werkimport/D452_n1_w4	Die Auferstandenen. Antinihilistischer Roman. Dresden 1887.
http://schnitzler-werkimport/D452_n1_w2	Die neue Circe. Eine italienische Dorfgeschichte. Dresden 1886.
http://schnitzler-werkimport/D452_n1_w3	Maria Botti. Novelle. Leipzig 1883.
http://schnitzler-werkimport/D452_n1_w1	Novellen. Berlin 1889.
http://schnitzler-werkimport/F68_n1_w1	Monsieur et Madame Cardinal. Paris 1872.
http://schnitzler-werkimport/R6_n1_w4_t1	Aus dem todten Hause. Dresden 1886.
http://schnitzler-werkimport/R6_n1_w17_o1	Briefe. Übersetzt von A. Eliasberg. München 1914.
http://schnitzler-werkimport/R6_n1_w18_t1	Das junge Weib. Übersetzt von E. K. Rahsin. Leipzig 1918.
http://schnitzler-werkimport/R6_n1_w6_t1	Der Doppelgänger. Übersetzt von L. A. Hauff. Berlin 1899.
http://schnitzler-werkimport/R6_n1_w13_t1	Fëdor Michajlovič Dostoevskij: Der Eifersüchtige. In: Ein schwaches Herz. Der Eifersüchtige. Novellen. Berlin 1895.
http://schnitzler-werkimport/R6_n1_w8_t1	Der Hahnrei. Übersetzt von A. Scholz. Berlin 1888.
http://schnitzler-werkimport/R6_n1_w7_t1	Der Idiot. Übersetzt von A. Scholz. Berlin 1899.
http://schnitzler-werkimport/work_2178	Der Spieler. Aus den Erinnerungen eines jungen Mannes. Übersetzt von L. A. Hauff. Berlin 
http://schnitzler-werkimport/R6_n1_w22_t1	Fëdor Michajlovič Dostoevskij: Die Dämonen. In: Sämtliche Werke. Abt. 1, Bände. 5 und 6. Übersetzt von E. K. Rahsin. München, u. a. 1906.
http://schnitzler-werkimport/R6_n1_w11_o1	Fëdor Michajlovič Dostoevskij: Djadjuškin son. Iz Mordasovskich letopisej. In: Russkoe slovo. 1859.
http://schnitzler-werkimport/R6_n1_w15_t1	Eine dumme Geschichte. Übersetzt von E. K. Rahsin. München 1914.
http://schnitzler-werkimport/R6_n1_w5_t1	Ein schwaches Herz. Übersetzt von H. Putze. Berlin 1894.
http://schnitzler-werkimport/R6_n1_w12_t1	Erniedrigte und Beleidigte. Übersetzt von K. Jürgens. Stuttgart 1885.
http://schnitzler-werkimport/R6_n1_w2	Erzählungen. Übersetzt von W. Goldschmidt. Leipzig 1885.
http://schnitzler-werkimport/R6_n1_w9_o1	Fëdor Michajlovič Dostoevskij: Igrok. Iz zapisok molodogo čeloveka. In: Polnoe sobranie sočinenij. 1866.
http://schnitzler-werkimport/R6_n1_w3_t1	Junger Nachwuchs. Übersetzt von W. Stein. Leipzig 1886.
http://schnitzler-werkimport/R6_n1_w14_t1	Krotkaja. Eine phantastische Erzählung. Übersetzt von M. von Brönsted. Dresden 1887.
http://schnitzler-werkimport/R6_n1_w14_o1	Fëdor Michajlovič Dostoevskij: Krotkaja. Fantastičeskij rasskaz. In: Dnevnik pisatelja. 1876.
http://schnitzler-werkimport/R6_n1_w10_t1	Nettchen Neswanow. Übersetzt von L. A. Hauff. Berlin 1899.
http://schnitzler-werkimport/work_2177	Onkels Traum. Übersetzt von A. Eliasberg. München 
http://schnitzler-werkimport/R6_n1_w1_o1	Fëdor Michajlovič Dostoevskij: Prestuplenie i nakazanie. Roman v 6 častjach s ňpilogom. In: Russkij vestnik. 1866.
http://schnitzler-werkimport/R6_n1_w7_o1	Fëdor Michajlovič Dostoevskij: Idiot. In: Russkij vestnik. 1868–1869.
http://schnitzler-werkimport/R6_n1_w16_o1	Fëdor Michajlovič Dostoevskij: Brat’ja Karamazovy. Roman v 4 častjach s ňpilogom. In: Russkij vestnik. 1879–1880.
http://schnitzler-werkimport/R6_n1_w22_o1	Fëdor Michajlovič Dostoevskij: Besy. In: Russkij vestnik. 1871–1872.
http://schnitzler-werkimport/R6_n1_w1_t1	Rodion Raskolnikoff. Schuld und Sühne. Übersetzt von E. K. Rahsin. München 1909.
http://schnitzler-werkimport/R6_n1_w19	Fëdor Michajlovič Dostoevskij: Helle Nächte: vier Novellen. In: Sämtliche Werke. Unter Mitarb. von Dmitri Mereschkowski, hg. von Arthur Moeller van den Bruck. Abt. 2, Band 15. München, u. a. 1911.
http://schnitzler-werkimport/R6_n1_w5_o1	Fëdor Michajlovič Dostoevskij: Slaboe serdce. In: Otecestvennye zapiski. 1848.
http://schnitzler-werkimport/R6_n1_w6_o1	Fëdor Michajlovič Dostoevskij: Dvojnik. Peterburgskaja poňma. In: Otecestvennye zapiski. 1846.
http://schnitzler-werkimport/R6_n1_w10_o1	Fëdor Michajlovič Dostoevskij: Netocka Nezvanova. In: Otecestvennye zapiski. 1849.
http://schnitzler-werkimport/R6_n1_w18_o1	Fëdor Michajlovič Dostoevskij: Chozjajka. In: Otecestvennye zapiski. 1847.
http://schnitzler-werkimport/R6_n1_w20_o1	Fëdor Michajlovič Dostoevskij: Belye noci. In: Otecestvennye zapiski. 1848.
http://schnitzler-werkimport/R6_n1_w12_o1	Fëdor Michajlovič Dostoevskij: Unižennye i oskorblënnye. In: Vremja. 1861.
http://schnitzler-werkimport/R6_n1_w15_o1	Fëdor Michajlovič Dostoevskij: Skvernyj anekdot. In: Vremja. 1862.
http://schnitzler-werkimport/R6_n1_w8_o1	Fëdor Michajlovič Dostoevskij: Večnyj muž. In: Zarja. 1870.
http://schnitzler-werkimport/R6_n1_w20_t1	Weiße Nächte. Übersetzt von A. Hauff. Berlin 1888.
http://schnitzler-werkimport/R6_n1_w4_o1	Fëdor Michajlovič Dostoevskij: Zapiski iz mërtvogo doma. In: Russkaja mysl’. 1860.
http://schnitzler-werkimport/F42_n1_w2_t1	Der Graf von Monte Christo. Übersetzt von F. W. Bruckbräu. Augsburg 1846.
http://schnitzler-werkimport/F42_n1_w1	Les trois mousquetaires. Paris 1844.
http://schnitzler-werkimport/F42_n1_w3	Mémoires d’un médecin. Paris 1846–1848.
http://schnitzler-werkimport/F66_n1_w4	Autour du mariage. Paris 1883.
http://schnitzler-werkimport/F66_n1_w1	Mademoiselle Loulou. Paris 1888.
http://schnitzler-werkimport/F66_n1_w3	Ohé! ... les psychologues!Paris 1889.
http://schnitzler-werkimport/F66_n1_w2	Pauvres p’tites femmes!!!Paris 1889.
http://schnitzler-werkimport/D477_n1_w2	Alte Liebeshändel. Roman. Wien 1909.
http://schnitzler-werkimport/D477_n1_w3	Die sexuelle Not. Wien 1907.
http://schnitzler-werkimport/D477_n1_w4	Tragische Motive. Berlin 1911.
http://schnitzler-werkimport/F54_n1_w1	Papa. Paris 1911.
http://schnitzler-werkimport/D78_n1_w1	Gelüftete Masken. Allerlei Charakterköpfe. Leipzig 1890.
http://schnitzler-werkimport/D78_n1_w2	Lutetias Töchter. Pariser-deutsche Liebesgeschichten. Leipzig 1883.
http://schnitzler-werkimport/I5_n1_w1_t1	Das neue Leben. Übersetzt von F. von Oeyenhausen. Leipzig 1824.
http://schnitzler-werkimport/F160_n1_w6_t1	Armance oder einige Szenen aus einem Pariser Salon um das Jahr 1827. Übersetzt von A. Elsaesser. München 1921.
http://schnitzler-werkimport/F160_n1_w5	La chartreuse de Parme. Paris 1839.
http://schnitzler-werkimport/F160_n1_w3_t1	Leben des Henri Brulard. Übersetzt von Adolf Schirme. München 1923. (Gesammelte Werke)
http://schnitzler-werkimport/work_4974	Le rouge et le noir. Chronique du XIXe siècle. Paris 
http://schnitzler-werkimport/F160_n1_w1_t1	Physiologie der Liebe. Übersetzt von B. Saint-Denis. Berlin 1888.
http://schnitzler-werkimport/F160_n1_w4	Souvenirs d’égotisme. Paris 1892.
http://schnitzler-werkimport/F15_n1_w3	Amants et voleurs. Paris 1900.
http://schnitzler-werkimport/F15_n1_w5	Jeanne Doré. Paris 1914.
http://schnitzler-werkimport/F15_n1_w1	Les mémoires d’un jeune homme rangé. Paris 1899.
http://schnitzler-werkimport/F15_n1_w4	Mathilde et ses mitaines. Paris 1912.
http://schnitzler-werkimport/F15_n1_w2	Un mari pacifique. Paris 1901.
http://schnitzler-werkimport/D483_n1_w1	Studentenroman. Dresden, [u. a.] 1900.
http://schnitzler-werkimport/P3_n1_w1_t1	Gottesmarter. Übersetzt von O. Pick. Berlin 1918.
http://schnitzler-werkimport/F107_n1_w4	Bel ami. Paris 1885.
http://schnitzler-werkimport/F107_n1_w14	Contes du jour et de la nuit. Paris 1885.
http://schnitzler-werkimport/F107_n1_w9	Fort comme la mort. Paris 1889.
http://schnitzler-werkimport/F107_n1_w8	La main gauche. Paris 1889.
http://schnitzler-werkimport/F107_n1_w10	La maison Tellier. Paris 1881.
http://schnitzler-werkimport/F107_n1_w12	La paix du ménage. Paris 1893.
http://schnitzler-werkimport/F107_n1_w5	La petite Roque. Paris 1886.
http://schnitzler-werkimport/F107_n1_w18	Le colporteur. Paris 1900.
http://schnitzler-werkimport/F107_n1_w2	Le Horla. Paris 1887.
http://schnitzler-werkimport/F107_n1_w15	Le Père Milon. Contes inédits. Paris 1899.
http://schnitzler-werkimport/F107_n1_w11	Les sœurs Rondoli. Paris 1884.
http://schnitzler-werkimport/F107_n1_w6	L’héritage. Paris 1888.
http://schnitzler-werkimport/F107_n1_w13	L’inutile beauté. Paris 1890.
http://schnitzler-werkimport/F107_n1_w17	Monsieur Parent. Paris 1884.
http://schnitzler-werkimport/F107_n1_w1	Mont-Oriol. Paris 1887.
http://schnitzler-werkimport/F107_n1_w16	Notre cœur. Paris 1890.
http://schnitzler-werkimport/F107_n1_w3	Pierre et Jean. Paris 1888.
http://schnitzler-werkimport/F107_n1_w7	Une vie. Paris 1883.
http://schnitzler-werkimport/work_5510	Armut. Ein Trauerspiel. Leipzig 
http://schnitzler-werkimport/D47_n1_w1	Größenwahn. Pathologischer Roman. 3 Teile in 2 Bdn. Leipzig 1888.
http://schnitzler-werkimport/D433_n1_w1	Des Odysseus Erbe. Eine Tragödie in drei Aufzügen. Berlin 1914.
http://schnitzler-werkimport/F50_n1_w4	Correspondance. Paris 1926–1933.
http://schnitzler-werkimport/work_2454	L’éducation sentimentale. Histoire d’un jeune homme. Paris 
http://schnitzler-werkimport/F50_n1_w3	Lettres à George Sand, précédées d’une étude par Guy de Maupassant. Paris 1884.
http://schnitzler-werkimport/F50_n1_w7	Gustave Flaubert: L’éducation sentimentale. Histoire d’un jeune homme. [2. Fassung]. In: Œuvres complètes. Paris 1910.
http://schnitzler-werkimport/F50_n1_w2	Salammbô. Paris 1863.
http://schnitzler-werkimport/F50_n1_w5	Trois Contes. Un cœur simple. Hérodias. La légende de Saint Julien l’hospitalier. Paris 1877.
http://schnitzler-werkimport/G5_n1_w1_t1	Aristophanes: Die Acharner. In: Neuer Teutscher Merkur. Übersetzt von C. M. Wieland. 1794.
http://schnitzler-werkimport/G5_n1_w3_t1	Die Frösche. Übersetzt von J. G. Schlosser. Basel 1783.
http://schnitzler-werkimport/G5_n1_w2_t1	Aristophanes: Die Ritter oder die Demagogen des Aristofanes. In: Attisches Museum. Band 2. Übersetzt von C. M. Wieland. Zürich, Leipzig 1798.
http://schnitzler-werkimport/GB19_n1_w3_t1	Müßige Gedanken eines Müßigen. Übersetzt von J. Kaulen. Halle 1893.
http://schnitzler-werkimport/GB19_n1_w1_t1	Roman-Studien. Übersetzt von F. Heilbron. Stuttgart 1896.
http://schnitzler-werkimport/D163_n1_w1	Drei Geschichten. Zwei ernste und eine heitere. Leipzig 1887.
http://schnitzler-werkimport/D36_n1_w1	Banditen. (Abenteuer einer Ballnacht.) Lustspiel in vier Aufzügen. Leipzig 1847.
http://schnitzler-werkimport/D36_n1_w9	Das Gefängnis. Lustspiel in vier Aufzügen. Köln 1851.
http://schnitzler-werkimport/D36_n1_w5	Der Prozeß. Lustspiel in einem Aufzug. Leipzig [um 1849].
http://schnitzler-werkimport/D36_n1_w2	Der Ruf. Lustspiel in vier Aufzügen. Leipzig [um 1850].
http://schnitzler-werkimport/D36_n1_w3	Der Vetter. Lustspiel in drei Aufzügen. Köln 1846.
http://schnitzler-werkimport/D36_n1_w6	Die Sündenböcke. Lustspiel in drei Aufzügen. Köln 1848.
http://schnitzler-werkimport/D36_n1_w7	Eigensinn. Lustspiel in einem Akt. Ohne Ort [ca. 1848].
http://schnitzler-werkimport/D36_n1_w4	Entsagung. Lustspiel in einem Aufzug. Leipzig [um 1845].
http://schnitzler-werkimport/I13_n1_w2_t1	Die Strafe. Übersetzt von S. Lederer. Leipzig 1895.
http://schnitzler-werkimport/I13_n1_w1_t1	Theresa. Übersetzt von H. Katz. Leipzig 1898.
http://schnitzler-werkimport/F111_n1_w1_o1	En famille. Paris 1887.
http://schnitzler-werkimport/F111_n1_w2	La Chair. Paris 1885.
http://schnitzler-werkimport/F111_n1_w1_o2	La vie de campagne. Paris 1894.
http://schnitzler-werkimport/F19_n1_w2	André Cornélis. Paris 1887.
http://schnitzler-werkimport/F19_n1_w7	Paris 1891.
http://schnitzler-werkimport/F19_n1_w10	Essais de psychologie contemporaine. Paris 1881–1882.
http://schnitzler-werkimport/F19_n1_w3	Le disciple. Paris 1889.
http://schnitzler-werkimport/work_1740	Le Tribun. Pièce en 3 actes. Paris 
http://schnitzler-werkimport/F19_n1_w5	L’Irréparable. Deuxième amour. Profils perdu. Paris 1884.
http://schnitzler-werkimport/F19_n1_w1	Mensonges. Paris 1887.
http://schnitzler-werkimport/F19_n1_w4	Pastels. Dix portraits de femmes. Paris 1890.
http://schnitzler-werkimport/F19_n1_w9	Un cœur de femme. Paris 1890.
http://schnitzler-werkimport/F19_n1_w6	Un crime d’amour. Paris 1897.
http://schnitzler-werkimport/U8_n1_w1	Des Zuckerbäckers goldene Krone. Wien 1913.
http://schnitzler-werkimport/D24_n1_w2	Bekenntnisse. Wien 1836.
http://schnitzler-werkimport/D24_n1_w4	Das Liebes-Protokoll. Wien 1831.
http://schnitzler-werkimport/D24_n1_w3	Leichtsinn aus Liebe. Wien 1831.
http://schnitzler-werkimport/D24_n1_w1	Moderne Jugend. Wien 1868.
http://schnitzler-werkimport/I2_n1_w1_t1	L’intrus. Übersetzt von Georges Hérelle. Paris 1910.
http://schnitzler-werkimport/I2_n1_w2_t1	Triomphe de la mort. Übersetzt von G. Herelle. Paris 1886.
http://schnitzler-werkimport/F140_n1_w1	Crime de village. Paris 1888.
http://schnitzler-werkimport/work_2524	Die Räuberbande. Roman. München, [u. a.] 
http://schnitzler-werkimport/D120_n1_w1	Die Ursache. Eine Erzählung. München 1916.
http://schnitzler-werkimport/N21_n1_w8_t1	Benoni. Übersetzt von G. I. Klett. München 1909.
http://schnitzler-werkimport/N21_n1_w6_t1	Die Königin von Saba und andere Novellen. Übersetzt von E. Brausewetter. München 1899.
http://schnitzler-werkimport/N21_n1_w12_t1	Die letzte Freude. Übersetzt von N. Hoyer. München 1914.
http://schnitzler-werkimport/N21_n1_w14_t1	Die Stadt Segelfoß. Übersetzt von P. Klaiber. München 1916.
http://schnitzler-werkimport/N21_n1_w2_o1	Knut Hamsun: Hazard. In: Verdens Gaug. 1890.
http://schnitzler-werkimport/N21_n1_w2_t1	Knut Hamsun: Hazard. Novelle. In: Freie Bühne für modernes Leben 2. Übersetzt von M. Herzfeld. Berlin 1891.
http://schnitzler-werkimport/N21_n1_w1_t1	Hunger. Übersetzt von M. von Borch. Berlin 1891.
http://schnitzler-werkimport/N21_n1_w5_t1	Im Märchenland. Erlebtes und Geträumtes aus Kaukasien. Übersetzt von C. G. Mjöen. München 1905.
http://schnitzler-werkimport/N21_n1_w13_t1	Kinder ihrer Zeit. Übersetzt von N. Hoyer. München 1914.
http://schnitzler-werkimport/N21_n1_w4_t1	Mysterien. Übersetzt von M. von Borch. Köln 1894.
http://schnitzler-werkimport/work_2899	Neue Erde. Roman. Übersetzt von M. von Borch. Köln 
http://schnitzler-werkimport/N21_n1_w3_t1	Pan. Aus Lieutenant Thomas Glahns Papieren. Übersetzt von M. von Borch. Leipzig 1895.
http://schnitzler-werkimport/N21_n1_w9_t1	Redakteur Lynge. Übersetzt von M. von Borch. München 1898.
http://schnitzler-werkimport/N21_n1_w15_t1	Segen der Erde. Übersetzt von P. Klaiber. München 1918.
http://schnitzler-werkimport/work_2901	Unter Herbststernen. Die Erzählung eines Wanderers. Übersetzt von P. Klaiber. München 
http://schnitzler-werkimport/N21_n1_w10_t1	Victoria. Die Geschichte einer Liebe. Übersetzt von M. Mann. Leipzig 1899.
http://schnitzler-werkimport/N31_n1_w1_t1	»Die Welt ist tief…« Novellen. Übersetzt von J. Koppel. Berlin 1907.
http://schnitzler-werkimport/work_3299	Das Rad. Roman. Übersetzt von H. Mens. Berlin 
http://schnitzler-werkimport/N31_n1_w4_t1	Himmerlandsgeschichten. Übersetzt von A. Mens. Berlin 1908.
http://schnitzler-werkimport/work_3298	Berlin 
http://schnitzler-werkimport/N38_n1_w1_t1	Gösta Berling. Übersetzt von M. Langfeldt. Leipzig 1896.
http://schnitzler-werkimport/F148_n1_w2	Au-dessus de la mêlée. Paris 1915.
http://schnitzler-werkimport/F148_n1_w1_t1	Johann Christoph. Roman einer Generation. Übersetzt von E. und O. Grautoff. Frankfurt am Main 1914–1917.
http://schnitzler-werkimport/N7_n1_w4_t1	Arne. Übersetzt von O. Lübbert. Bergen 1860.
http://schnitzler-werkimport/N7_n1_w1_t1	Ein fröhlicher Bursch. Übersetzt von H. Denhardt. Leipzig 1884.
http://schnitzler-werkimport/N7_n1_w6_t1	Ein Handschuh. Übersetzt von E. Klingenfeld. Leipzig 1888.
http://schnitzler-werkimport/work_1670	Flaggen über Stadt und Hafen. Übersetzt von C. Mjöen. München 
http://schnitzler-werkimport/N7_n1_w3_t1	Björnstjerne Bjørnson: Halte-Hulda. Auszug. In: Der Kunstwart 23. München 1909–1910.
http://schnitzler-werkimport/N7_n1_w2_t1	Sigurd Slembe. Übersetzt von C. Mjöen. München 1903.
http://schnitzler-werkimport/N7_n1_w5_t1	Synnöve Solbakken. Übersetzt von O. Lübbert. Bergen 1859.
http://schnitzler-werkimport/work_3753	Bismarck. Ein psychologischer Versuch. Berlin 
http://schnitzler-werkimport/D349_n1_w3	Das Individuum und die Bewertung menschlicher Existenzen. Dresden 1910.
http://schnitzler-werkimport/D349_n1_w1	Phantasien eines Realisten. Dresden, [u. a.] 1899.
http://schnitzler-werkimport/work_4333	Voltaire. Eine Charakteranalyse, in Verbindung mit Studien zur Ästhetik, Moral und Politik. Dresden, [u. a.] 
http://schnitzler-werkimport/D49_n1_w1	Charlotte von Stein. Berlin 1910.
http://schnitzler-werkimport/work_1695	Goethe in vertraulichen Briefen seiner Zeitgenossen. Auch eine Lebensgeschichte. 1749–1803, 1804–1816, 1816–1832. Berlin 
http://schnitzler-werkimport/D49_n1_w3	Goethes Leben im Garten am Stern. Berlin 1909.
http://schnitzler-werkimport/D49_n1_w5	Goethes Lebenskunst. Berlin 1901.
http://schnitzler-werkimport/D263_n1_w1_o2	Ausgewählte Novellen. Prag 1857.
http://schnitzler-werkimport/D263_n1_w2	Der Amerika-Müde. Amerikanisches Kulturbild. Frankfurt am Main 1855.
http://schnitzler-werkimport/D263_n1_w1_o1	Novellen. München 1861.
http://schnitzler-werkimport/work_1283	Gertrud. Tragödie des Herzens. Drei Akte. Berlin 
http://schnitzler-werkimport/D373_n1_w2	Drei Neue Novellen. Heidelberg 1883.
http://schnitzler-werkimport/D373_n1_w4	Frauenbilder. Zwei Novellen. Heidelberg 1892.
http://schnitzler-werkimport/work_4535	Ginevra. Die Troglodytin. Zwei Novellen. Leipzig 
http://schnitzler-werkimport/D373_n1_w1	Novellen aus Österreich. Heidelberg 1877.
http://schnitzler-werkimport/D373_n1_w6	Sämtliche Werke in zwölf Bände. Mit einer Biographie des Dichters von Anton Bettelheim. Hrsg. Jakob Minor:Leipzig 1908.
http://schnitzler-werkimport/D373_n1_w3	Schicksale. Drei Novellen. Heidelberg 1889.
http://schnitzler-werkimport/D134_n1_w1_o4	Alfred Friedmann: Kirchenraub. In: Neuer deutscher Novellenschatz. Hg. von Paul Heyse und Ludwig Laistner. Band 21. München 1887.
http://schnitzler-werkimport/D134_n1_w1_o3	Kirchenraub – Falsche Freundschaft. Zwei Arbeiternovellen. Leipzig 1887.
http://schnitzler-werkimport/D134_n1_w1_o1	Lebensmärchen. Drei Novellen. Leipzig 1879.
http://schnitzler-werkimport/D134_n1_w1_o2	Neue Lebensmärchen. Wien 1884.
http://schnitzler-werkimport/work_2540	Der Untergang der Anna Hollmann. Erzählung. Berlin 
http://schnitzler-werkimport/F40_n1_w1	La religieuse. Paris 1796.
http://schnitzler-werkimport/D398_n1_w1	Biographie Schillers und Anleitung zur Critic seiner Werke. Mit einem handschriftlichen Briefe Schiller’s. Wien, Leipzig 1810.
http://schnitzler-werkimport/F62_n1_w4	Chérie. Paris 1884.
http://schnitzler-werkimport/F62_n1_w2	Germinie Lacerteux. Paris 1864.
http://schnitzler-werkimport/F62_n1_w5	La fille Élisa. Paris 1877.
http://schnitzler-werkimport/F62_n1_w6	Manette Salomon. Paris 1867.
http://schnitzler-werkimport/F62_n1_w1	Renée Mauperin. Paris 1864.
http://schnitzler-werkimport/R11_n1_w4_o1	Maksim Gor’kij: Byvšie ljudi. In: Novoe slovo. 1897.
http://schnitzler-werkimport/R11_n1_w5_t1	Das Opfer der Langeweile. Die Sonne der Kerkerlinge. Der rote Waska. Übersetzt von C. Berger. Leipzig 1901.
http://schnitzler-werkimport/R11_n1_w3_t1	Maksim Gor’kij: Der »Pilger«. In: Ausgewählte Erzählungen. Band 2. Übersetzt von A. Scholz. Berlin 1901–1902.
http://schnitzler-werkimport/R11_n1_w2_o1	Ein junges Mädchen. Erzählung. Übersetzt von L. M. Wiegandt. Dresden 1901.
http://schnitzler-werkimport/R11_n1_w1_o1	Maksim Gor’kij: Foma Gordeev. In: Žizn’. 1899.
http://schnitzler-werkimport/R11_n1_w3_o1	Maksim Gor’kij: Prochodimec. In: Žizn’. 1896.
http://schnitzler-werkimport/R11_n1_w5_o2	Maksim Gor’kij: Dvadcat’ šest’ i odna. In: Žizn’. 1899.
http://schnitzler-werkimport/R11_n1_w1_t1	Foma Gordjejew. Übersetzt von K. Brauner. Stuttgart 1901.
http://schnitzler-werkimport/R11_n1_w5_o1	Maksim Gor’kij: Skuki radi. In: Samarskaja gazeta. 1897.
http://schnitzler-werkimport/R11_n1_w5_o3	Maksim Gor’kij: Vas’ka Krasnyj. In: Sobranie socinenij tovarišcestva „Znanie“, t. 3. 1900.
http://schnitzler-werkimport/R11_n1_w4_t1	Maksim Gor’kij: Verlorene Leute. In: Ausgewählte Erzählungen. Band 4/5. Übersetzt von A. Scholz. Berlin 1901–1902.
http://schnitzler-werkimport/F52_n1_w3	Histoire comique. Paris 1903.
http://schnitzler-werkimport/F52_n1_w1	Le crime de Sylvestre Bonnard, membre de l’institut. Paris 1881.
http://schnitzler-werkimport/F52_n1_w4	Le lys rouge. Paris 1894.
http://schnitzler-werkimport/F52_n1_w6	Le mannequin d’osier. Paris 1897.
http://schnitzler-werkimport/F52_n1_w2	L’orme du mail. Paris 1896.
http://schnitzler-werkimport/F52_n1_w5	Point de lendemain. Paris 1889.
http://schnitzler-werkimport/F52_n1_w8	Sur la pierre blanche. Paris 1905.
http://schnitzler-werkimport/work_2513	Thaïs. Paris 
http://schnitzler-werkimport/D305_n1_w2	Einsame Fahrten. Plaudereien und Skizzen. Leipzig 1879.
http://schnitzler-werkimport/D305_n1_w3	Nach berühmten Mustern. Parodistische Studien. Stuttgart, Bern 1878–1880.
http://schnitzler-werkimport/D305_n1_w1	Sonntage der Baronin. Novellen. Zürich 1881.
http://schnitzler-werkimport/D305_n1_w4	Xanthippe. Dresden 1884.
http://schnitzler-werkimport/work_3019	Armand Carrel. Drama. Berlin 
http://schnitzler-werkimport/D191_n1_w2_o1	Gleichnisse. Drei Novellen. Wien 1905.
http://schnitzler-werkimport/work_3020	Joachim von Brandt. Komödie. Berlin 
http://schnitzler-werkimport/D191_n1_w2_o2	Wintergespinst. Zehn Novellen. Berlin 1921.
http://schnitzler-werkimport/work_3055	Le char de l’État. Paris 
http://schnitzler-werkimport/F72_n1_w1	Les transatlantiques. Paris 1897.
http://schnitzler-werkimport/F72_n1_w3	Trains de Luxe. Paris 1910.
http://schnitzler-werkimport/F13_n1_w1	Félix, pièce en trois actes. Paris 1929.
http://schnitzler-werkimport/F118_n1_w5_o1	Contes d’Espagne et d’Italie. Paris 1830.
http://schnitzler-werkimport/F118_n1_w5_o2	Contes et nouvelles. Paris 1838.
http://schnitzler-werkimport/F118_n1_w2_t1	Die Launen einer Frau. Übersetzt von G. Ritter. Leipzig 1874.
http://schnitzler-werkimport/F118_n1_w4	La confession d’un enfant du siècle. Paris 1836.
http://schnitzler-werkimport/F118_n1_w5_o3	Poésies. Nouvelles. Paris 1840.
http://schnitzler-werkimport/F118_n1_w3	Un caprice. Paris 1837.
http://schnitzler-werkimport/F118_n1_w1_t1	Zwischen Tür und Angel. Übersetzt von Emil Ferrari. Wien 1874.
http://schnitzler-werkimport/N4_n1_w6_t1	Am Weg. Übersetzt von E. Jonas. Berlin 1898.
http://schnitzler-werkimport/N4_n1_w1_t1	Exzentrische Novellen. Berlin 1905.
http://schnitzler-werkimport/N4_n1_w3_t1	Fräulein Caja. Übersetzt von R. Blumenreich. München 1897.
http://schnitzler-werkimport/N4_n1_w5_t1	Hoffnungslose Geschlechter. Übersetzt von R. Blumenreich. Berlin 1900.
http://schnitzler-werkimport/N4_n1_w2_t1	Michael. Übersetzt von J. Koppel. Berlin 1906.
http://schnitzler-werkimport/N4_n1_w8_t1	Seltsame und andere Geschichten. Übersetzt von J. Koppel. Berlin 1911.
http://schnitzler-werkimport/N4_n1_w4_t1	Tine. Übersetzt von E. Weise. Berlin 1903.
http://schnitzler-werkimport/F47_n1_w2_t1	Fräulein Dax. Übersetzt von I. Guttry. München 1927.
http://schnitzler-werkimport/F47_n1_w1	Les civilisés. Paris 1906.
http://schnitzler-werkimport/F47_n1_w3	L’homme qui assassina. Paris 1907.
http://schnitzler-werkimport/F71_n1_w1	Flirt. Paris 1890.
http://schnitzler-werkimport/F71_n1_w4	Le Dédale. Paris 1903.
http://schnitzler-werkimport/F71_n1_w3	L’armature. Paris 1895.
http://schnitzler-werkimport/F71_n1_w2	Peints par eux-mêmes. Paris 1893.
http://schnitzler-werkimport/F130_n1_w1_t1	Geschichte der Manon Lescaut und des Ritters des Grieux. Übersetzt von Friedrich Gotthilf Freytag. Leipzig 1756.
http://schnitzler-werkimport/N19_n1_w1_t1	Alte Briefe. Novellen. Übersetzt von I. Klett. München 1906.
http://schnitzler-werkimport/N19_n1_w3_t1	Das Buch vom Brüderchen. Übersetzt von F. Marco. Berlin 1902.
http://schnitzler-werkimport/N19_n1_w2_t1	Die Komödie der Ehe. Übersetzt von F. Marco. Berlin 1909.
http://schnitzler-werkimport/work_3190	Amerika heute und morgen. Reiseerlebnisse. Berlin 
http://schnitzler-werkimport/D214_n1_w1	An die Schönheit. Trauerspiel. München 1897.
http://schnitzler-werkimport/D214_n1_w5	Bruder Wurm. Berlin 1918.
http://schnitzler-werkimport/D214_n1_w4	Geschichten aus zwei Welten. Berlin 1914.
http://schnitzler-werkimport/work_3191	Weiße Liebe. Roman aus dem Quartier Latin. München 
http://schnitzler-werkimport/F84_n1_w4	Le Goût du vice, comédie en quatre actes, en prose. Paris 1911.
http://schnitzler-werkimport/F84_n1_w2	Le lit. Paris 1894.
http://schnitzler-werkimport/F84_n1_w3	Les grandes heures. 1914–1915. Paris 1915.
